id,name,country_id,country,city,votes,aggregate_rating,cuisines
18922563,Domino's Pizza,1,India,Gangtok,12,3.2,"Pizza, Fast Food"
18746062,Cafe Live & Loud ,1,India,Gangtok,22,3.3,"North Indian, Continental, Chinese"
18746689,Baker's Cafe,1,India,Gangtok,15,3.4,"Cafe, Bakery"
16500321,Momo King ,1,India,Gangtok,15,3.3,"Nepalese, Chinese"
16500330,Khan Uncle's Biryani House,1,India,Gangtok,24,3.4,"Fast Food, Biryani, Chinese"
16500333,Nimtho,1,India,Gangtok,14,3.2,"Tibetan, Nepalese"
16500304,Thakali,1,India,Gangtok,10,3.2,Nepalese
18983524,Mehfill- Resto Bar,1,India,Gangtok,3,0,North Indian
18629821,Sula Vineyards,1,India,Nashik,228,4.7,"Cafe, Pizza, North Indian"
1600099,Kokni Darbar,1,India,Nashik,938,4.2,"Fast Food, Chinese, Mughlai"
1600067,Al Arabian Express,1,India,Nashik,689,4.4,Mughlai
1600136,Dairy Don,1,India,Nashik,342,4.5,Ice Cream
18585945,The Foundry- Industrial Bar & Sport,1,India,Nashik,212,4.6,"Continental, Italian, American"
18839989,Samarth Juice Center,1,India,Nashik,306,4.3,"Beverages, Juices"
18943921,Burger Point,1,India,Nashik,144,4.3,"Burger, Fast Food"
1600500,The Sidewalk,1,India,Nashik,214,4.9,"Continental, Indian, Chinese"
18608708,Burger King,1,India,Nashik,418,4.3,"Burger, Fast Food"
1600258,Barbeque Nation,1,India,Nashik,772,4.8,"North Indian, European, Mediterranean, Asian"
18632170,Panorama,1,India,Nashik,179,4.6,"North Indian, Chinese"
1600169,Veg Aroma,1,India,Nashik,289,4.1,North Indian
1600301,Cellar Door @ York,1,India,Nashik,102,4.4,"North Indian, Maharashtrian, Chinese"
18658877,Rock n' Roll,1,India,Nashik,349,3.9,"Rolls, Fast Food, Chinese"
1600227,Divtya Budhlya Wada Restaurant,1,India,Nashik,312,4.4,Maharashtrian
18573795,The FRIENDS Bistro,1,India,Nashik,223,4.5,Cafe
1600119,Domino's Pizza,1,India,Nashik,274,3.7,"Pizza, Fast Food"
1600109,Eastern Spice,1,India,Nashik,216,4.0,North Indian
18962186,Hotel Mughal Darbar,1,India,Nashik,130,4.2,"Mughlai, North Indian, Chinese"
1600029,Barbeque Ville,1,India,Nashik,328,4.2,North Indian
18698487,Angaara ,1,India,Ooty,144,3.6,"Arabian, Chinese, Continental, South Indian"
18698864,A2B- Adyar Ananda Bhavan,1,India,Ooty,139,3.4,"South Indian, North Indian"
18698898,Domino's Pizza,1,India,Ooty,75,3.3,"Pizza, Fast Food"
18698690,Nahar Sidewalk Cafe,1,India,Ooty,50,3.3,"Cafe, Burger, Pizza"
18698726,Hyderabad Biriyani House,1,India,Ooty,39,3.3,"Andhra, Biryani"
18699624,Shinkows Chinese Restaurant ,1,India,Ooty,62,3.2,Chinese
18698924,Hyderabad Biryani House,1,India,Ooty,61,3.2,"Andhra, Biryani"
18698964,Thalassery Restaurant,1,India,Ooty,42,3.3,South Indian
18698943,Willy's Coffee Pub,1,India,Ooty,39,3.3,Cafe
18698658,Place To Bee,1,India,Ooty,55,3.7,Italian
18698644,Cocoapods,1,India,Ooty,24,3.3,Cafe
18699681,Darjeeling Spicy Momo,1,India,Ooty,20,3.4,"Chinese, Tibetan, Momos"
18698833,Pankaj Bhojanalaya,1,India,Ooty,23,3.3,North Indian
18699247,Dining Room,1,India,Ooty,8,3.4,"Armenian, Chinese, European, Italian, North Indian, South Indian"
18698916,New Ooty Bakery ,1,India,Ooty,21,3.3,"Mithai, Bakery, Chinese, Fast Food"
18698797,Hotel Junior Kuppanna,1,India,Ooty,20,3.3,"Chettinad, South Indian"
18698832,Quality Restaurant,1,India,Ooty,14,3.2,"Chinese, South Indian, North Indian"
18700259,Thendral Restaurant,1,India,Ooty,7,3.3,South Indian
18698688,Cliff Top,1,India,Ooty,10,3.3,"North Indian, South Indian, European"
18698999,Ooty Coffee House ,1,India,Ooty,14,3.3,South Indian
18848790,The Brew Estate,1,India,Shimla,148,4.0,"North Indian, Continental"
18703923,Cafe Simla Times,1,India,Shimla,185,4.1,"Cafe, North Indian, Continental, Beverages, Chinese"
18703946,Cafe Sol,1,India,Shimla,71,3.6,Cafe
18704132,Indian Coffee House,1,India,Shimla,66,3.7,"Fast Food, Beverages"
18704176,Hide Out Cafe,1,India,Shimla,71,3.6,Cafe
18704216,45 The Central,1,India,Shimla,46,3.6,"North Indian, European, Asian"
18704153,Domino's,1,India,Shimla,119,3.5,Pizza
18704300,Sher-e-Punjab,1,India,Shimla,54,3.3,North Indian
18703974,Cafe Under Tree,1,India,Shimla,44,3.6,Cafe
18704318,Sita Ram & Son ,1,India,Shimla,56,3.5,Street Food
18704259,Honey Hut,1,India,Shimla,49,3.6,Cafe
18703932,Eighteen 71,1,India,Shimla,46,3.6,"Continental, North Indian, Chinese, Bakery, Beverages"
18703939,Embassy The Restaurant,1,India,Shimla,46,3.0,Cafe
18703966,HPTDC Goofa Ashiana Bar and Restaurant,1,India,Shimla,38,3.5,Continental
18704355,Gupta Ji Bhojnalya,1,India,Shimla,47,3.3,"North Indian, Street Food"
18703964,Nalini,1,India,Shimla,22,3.2,"North Indian, Chinese, South Indian"
18704552,Diamond,1,India,Shimla,30,3.2,"Mithai, Fast Food"
18704352,China Town Restaurant,1,India,Shimla,16,3.5,Chinese
18704339,Hotel Combermere,1,India,Shimla,28,3.6,Cafe
18704457,Singh's Tandoor,1,India,Shimla,48,3.3,"North Indian, Fast Food"
18784840,The Table By Basant,1,India,Ludhiana,884,4.4,"North Indian, Pizza, Fast Food, Burger, Sandwich, Rolls"
15401,Natural Soups & Shakes,1,India,Ludhiana,895,4.5,"Fast Food, Beverages, Street Food"
15221,Basant,1,India,Ludhiana,1315,4.4,"North Indian, Chinese, South Indian, Fast Food"
18400368,Pirates Of Grill,1,India,Ludhiana,982,4.9,"North Indian, Mughlai"
15008,Hot Breads,1,India,Ludhiana,1086,4.4,"Continental, Chinese, Italian, Bakery"
18680874,Natural 2,1,India,Ludhiana,525,4.3,"Chinese, Burger, Sandwich, Rolls, Momos"
15047,Rishi Vegetarian Dhaba NK,1,India,Ludhiana,2158,4.2,North Indian
18444271,Hawai Adda,1,India,Ludhiana,745,4.5,"Chinese, Continental, Indian, North Indian"
15556,New Delhi Chhole Bhature,1,India,Ludhiana,978,4.0,"North Indian, Street Food"
18728655,Uncle Jack's,1,India,Ludhiana,703,4.8,"American, Desserts, Beverages"
15239,Basant Restaurant,1,India,Ludhiana,990,4.1,"North Indian, Chinese, Fast Food"
15101,Bansi Vaishno Dhaba,1,India,Ludhiana,1813,4.0,North Indian
18586834,Burger King,1,India,Ludhiana,1283,4.0,"Burger, Fast Food"
15295,Raja Dhaba,1,India,Ludhiana,1166,4.1,"North Indian, Street Food, Chinese, Burger, Pizza, Biryani, South Indian"
18282260,KFC,1,India,Ludhiana,1170,4.1,"Burger, Fast Food"
15077,Meshi Vaishnu Dhaba,1,India,Ludhiana,900,4.0,North Indian
18729016,K Chawla Ice Cream & Sweets,1,India,Ludhiana,385,4.4,"Mithai, Ice Cream, Chinese, Burger, Sandwich, Pizza, Rolls, Momos"
15488,Shahi Khansama,1,India,Ludhiana,1298,4.2,"North Indian, Chinese, Fast Food, Rolls"
15127,Vipan Vaishno Dhaba,1,India,Ludhiana,636,4.1,North Indian
18583331,Gopal Sweets,1,India,Ludhiana,485,4.3,"Mithai, Fast Food"
2100712,Mocha,1,India,Guwahati,1069,4.8,"Cafe, Italian"
2101445,The Steaming Mug ,1,India,Guwahati,542,4.2,Cafe
2100702,Barbeque Nation,1,India,Guwahati,1795,4.9,"North Indian, Mediterranean"
2100707,KFC,1,India,Guwahati,459,4.1,"Burger, Fast Food"
2100719,The Corner Cafe,1,India,Guwahati,682,4.1,"Cafe, Continental, Momos"
18633388,Kalita Cafe,1,India,Guwahati,294,4.4,"Rolls, Bakery, European"
2100784,11th Avenue Cafe Bistro,1,India,Guwahati,1049,4.2,"Cafe, American, Italian, Continental"
2100118,The Dhaba,1,India,Guwahati,645,4.1,"North Indian, Biryani"
2100478,Terra Mayaa Restaurant and Lounge,1,India,Guwahati,808,4.1,"Continental, Italian, Indian, Asian"
2100821,Raja Mircha,1,India,Guwahati,576,4.7,"Assamese, Naga"
2100832,Mast Biryani,1,India,Guwahati,880,4.5,"North Indian, Biryani"
18710093,Fat Belly,1,India,Guwahati,300,4.3,"Chinese, Thai, Momos"
18801521,Cafe Gram,1,India,Guwahati,150,4.0,"Chinese, Biryani"
2100644,KFC,1,India,Guwahati,633,3.8,"Burger, Fast Food"
2100495,Grill Republica,1,India,Guwahati,503,4.3,"Rolls, Momos, Burger"
2100913,Kalita Spectrum,1,India,Guwahati,398,4.7,"Chinese, Biryani, Desserts"
2100904,Mughal Garden,1,India,Guwahati,488,4.4,"Mughlai, North Indian"
18702475,Nanz Cafe,1,India,Guwahati,247,4.5,"Cafe, Momos"
18381932,The Zouq : Resto-Cafe,1,India,Guwahati,594,3.8,"Chinese, Cafe, Italian, North Indian"
18480196,Fat Belly,1,India,Guwahati,781,4.6,"Asian, Chinese, Tibetan, Momos"
2200000,Kesar Da Dhabha,1,India,Amritsar,2569,4.6,North Indian
2200044,Bharawan Da Dhaba,1,India,Amritsar,989,4.3,"North Indian, Fast Food"
2200132,Bade Bhai ka Brothers Dhaba,1,India,Amritsar,1005,4.4,North Indian
2200105,R K Food Plaza,1,India,Amritsar,504,4.2,"North Indian, Chinese, Fast Food"
2200055,Beera Chicken House,1,India,Amritsar,876,4.3,North Indian
2200045,The Kulcha Land,1,India,Amritsar,812,4.5,"North Indian, Street Food"
2200011,Makhan Fish and Chicken Corner,1,India,Amritsar,867,4.0,"North Indian, Chinese"
2200365,Cafe Connect,1,India,Amritsar,395,4.1,Fast Food
2200864,Burger King,1,India,Amritsar,568,4.1,Burger
2200386,Kale Da Dhaba,1,India,Amritsar,493,4.2,North Indian
2200236,Brothers' Amritsari Dhaba,1,India,Amritsar,343,4.3,North Indian
2200245,Novelty Sweets,1,India,Amritsar,345,4.2,Mithai
2200358,Bon Gateau,1,India,Amritsar,413,4.3,"Cafe, Bakery, Fast Food"
2200314,Domino's Pizza,1,India,Amritsar,663,3.8,"Pizza, Fast Food"
2200534,Sip n Breww,1,India,Amritsar,399,3.9,Cafe
2200357,Sanjha Chulha,1,India,Amritsar,465,4.2,North Indian
2200283,Sakhis Watz Kukin,1,India,Amritsar,385,4.4,"Chinese, Continental, North Indian, Italian, Mughlai"
2200153,Kanha Sweets,1,India,Amritsar,451,4.7,Fast Food
2200923,Hungry Pizza,1,India,Amritsar,294,4.0,"Fast Food, Italian, Pizza"
2200286,Cafe Chokolade,1,India,Amritsar,301,4.0,"Salad, Cafe, Healthy Food, Fast Food"
2300179,Talk Of The Town,1,India,Kanpur,604,4.4,Chinese
2300175,Mithas,1,India,Kanpur,457,4.4,"Mithai, Fast Food, Street Food, South Indian"
2300842,Hot Pizza Ace,1,India,Kanpur,472,4.0,"Pizza, Fast Food"
18209832,Zyka Restaurant,1,India,Kanpur,596,4.1,"North Indian, Biryani, Desserts, Fast Food, Pizza"
2300299,Domino's Pizza,1,India,Kanpur,1000,3.5,"Pizza, Fast Food"
18697142,Facebook Point,1,India,Kanpur,383,4.0,"Burger, Chinese, North Indian, Rolls"
2300884,Sagar Ratna,1,India,Kanpur,447,4.3,"South Indian, North Indian, Chinese"
18811222,Chauuan Pandit Paties,1,India,Kanpur,419,4.5,Fast Food
2300981,Bazooka,1,India,Kanpur,874,3.9,"Cafe, North Indian, Chinese"
2300729,Juicebox,1,India,Kanpur,338,4.3,"Beverages, Fast Food"
2300984,Foodoo Pizza,1,India,Kanpur,399,3.8,"Fast Food, Pizza, Chinese"
2300092,Pandit's,1,India,Kanpur,321,4.2,"North Indian, Mithai"
2300492,Baba Food Court,1,India,Kanpur,352,4.1,"Mughlai, Hyderabadi"
2301845,Mi Casa,1,India,Kanpur,141,4.4,"Continental, Italian, Fast Food, Burger, American, Chinese"
2300502,Silver Spoons,1,India,Kanpur,422,4.2,"Bakery, Fast Food, Chinese, Continental, Italian, Momos, Pizza"
2300051,Domino's Pizza,1,India,Kanpur,1090,3.9,"Pizza, Fast Food"
2300050,Baba Biryani,1,India,Kanpur,422,4.1,"Mughlai, Hyderabadi"
2300549,Mithas,1,India,Kanpur,337,4.3,"Mithai, Desserts, Fast Food, Street Food"
2300104,Spicy Foods,1,India,Kanpur,440,4.0,"North Indian, Fast Food"
2300035,KFC,1,India,Kanpur,611,4.1,"Burger, Fast Food"
2400349,Pizza Hut,1,India,Allahabad,565,4.0,"Italian, Pizza"
2400358,Domino's Pizza,1,India,Allahabad,520,3.7,"Pizza, Fast Food"
2400193,Mr. Dewsis,1,India,Allahabad,485,4.2,"North Indian, Chinese"
2400565,Old School Cafe,1,India,Allahabad,360,4.4,"Cafe, North Indian, Continental, Chinese, Indian, Thai, Burger"
2400018,El Chico Restaurant,1,India,Allahabad,506,4.3,"Continental, North Indian, Chinese"
2400394,Well Bean Cafe,1,India,Allahabad,284,4.4,Cafe
2400269,Hot n Cool,1,India,Allahabad,236,4.3,"Desserts, Fast Food, Ice Cream"
2400119,KFC,1,India,Allahabad,431,4.2,"Burger, Fast Food"
18799013,Nainital Momos,1,India,Allahabad,123,4.1,"Momos, Beverages"
2400009,Sagar Ratna,1,India,Allahabad,621,4.4,"South Indian, North Indian, Chinese, Continental"
2400014,McDonald's,1,India,Allahabad,526,4.3,"Burger, Fast Food"
2400356,Domino's Pizza,1,India,Allahabad,515,3.9,"Pizza, Fast Food"
2400017,Tandoor Restaurant,1,India,Allahabad,343,2.8,"North Indian, Chinese"
2400019,Bikanerwala,1,India,Allahabad,224,4.2,"North Indian, Street Food, Fast Food"
18889008,EDEN by Connoisseur,1,India,Allahabad,95,4.5,"North Indian, Chinese, Continental"
2400403,Pind Balluchi,1,India,Allahabad,305,4.3,"North Indian, Mughlai"
2400020,Aryan Family's Delight,1,India,Allahabad,298,4.3,"North Indian, South Indian, Fast Food"
2400533,SCORE - The Games Cafe,1,India,Allahabad,332,4.5,"Cafe, Desserts, Beverages"
18901221,7th Heaven,1,India,Allahabad,78,4.0,"Bakery, Italian, Continental, Desserts"
2400390,Haldiram Bhujiawala,1,India,Allahabad,313,4.1,"North Indian, Fast Food, Street Food, South Indian, Chinese"
2500904,Kef Lounge,1,India,Aurangabad,256,4.6,"North Indian, Chinese, Thai"
2500672,SNT Tahari House ,1,India,Aurangabad,379,4.4,Maharashtrian
2500034,Green Leaf,1,India,Aurangabad,798,4.8,"Chinese, North Indian"
2500969,Mustafa's Dum Biryani,1,India,Aurangabad,787,3.7,Biryani
2500346,Yalla Yalla,1,India,Aurangabad,576,4.3,"North Indian, Hyderabadi, Biryani"
2500135,Domino's Pizza,1,India,Aurangabad,511,2.6,"Pizza, Fast Food"
2500211,Saurabh Restaurant,1,India,Aurangabad,356,4.7,"North Indian, Mughlai, Biryani, South Indian, Chinese"
2500123,Great Sagar Restaurant,1,India,Aurangabad,458,4.1,"North Indian, Mughlai, Kebab, Biryani"
2500332,KFC,1,India,Aurangabad,436,4.3,"Burger, Fast Food"
2500030,Bhoj Restaurant,1,India,Aurangabad,527,4.6,North Indian
2500654,Sagar Restaurant ,1,India,Aurangabad,278,4.0,North Indian
2500055,Smile Veg Restaurant,1,India,Aurangabad,387,4.3,"North Indian, South Indian, Fast Food, Chinese"
2500164,Koyla Dum Biryanis & Kebabs,1,India,Aurangabad,487,2.7,Biryani
2500353,Pizza Hut,1,India,Aurangabad,434,4.0,"Pizza, Fast Food"
2500385,Gayatri Mewad,1,India,Aurangabad,329,4.5,Maharashtrian
2500146,Sai Prasad,1,India,Aurangabad,350,4.5,"North Indian, Chinese"
2500241,Cone-N-Cakes,1,India,Aurangabad,263,4.4,"Desserts, Fast Food"
2500052,Ashoka's Veg Restaurant,1,India,Aurangabad,280,4.0,"South Indian, Chinese, North Indian"
18796129,Shahi Mughal Darbar,1,India,Aurangabad,225,4.5,"North Indian, Mughlai, Chinese"
2500134,Domino's Pizza,1,India,Aurangabad,386,3.1,"Pizza, Fast Food"
2600334,Sagar Gaire Fast Food,1,India,Bhopal,1393,4.5,"North Indian, South Indian, Chinese, Fast Food, Beverages"
2600081,Zam Zam Fast Food,1,India,Bhopal,1551,4.3,North Indian
2600369,Sagar Gaire Fast Food,1,India,Bhopal,999,4.5,"Fast Food, Chinese, Beverages"
2600499,Zam Zam Fast Food,1,India,Bhopal,863,4.1,"North Indian, Mughlai"
2600003,Manohar Dairy And Restaurant,1,India,Bhopal,753,4.4,"Street Food, South Indian, Fast Food, Desserts, North Indian, Chinese, Bakery, Mithai"
2600109,Sagar Gaire Fast Food,1,India,Bhopal,2470,4.6,"North Indian, South Indian, Chinese, Fast Food, Beverages"
2600665,Vishnu Chinese Fast Food,1,India,Bhopal,797,4.3,"North Indian, South Indian, Chinese, Fast Food"
2600321,Sagar Gaire Fast Food,1,India,Bhopal,755,4.2,"North Indian, South Indian, Chinese, Fast Food, Beverages"
2600051,Al-Beik,1,India,Bhopal,1017,4.3,Fast Food
18154918,Khan Sahab,1,India,Bhopal,737,4.2,Mughlai
2601361,Sagar Gaire Fast Food,1,India,Bhopal,639,4.1,"South Indian, North Indian, Chinese, Fast Food, Beverages"
2600320,Sagar Gaire Fast Food,1,India,Bhopal,1157,4.4,"North Indian, South Indian, Chinese, Fast Food, Beverages"
18812768,Anni Bhai ki Biryani,1,India,Bhopal,276,4.5,Biryani
2600047,Bapu Ki Kutia,1,India,Bhopal,519,3.9,"North Indian, Chinese, South Indian, Fast Food, Street Food"
2601776,Khan Chacha,1,India,Bhopal,591,4.0,North Indian
18772225,Sagar Gaire Fast Food,1,India,Bhopal,356,4.1,"Fast Food, Chinese, South Indian, Beverages"
2601248,Sagar Gaire Fast Food,1,India,Bhopal,496,4.2,"South Indian, North Indian, Chinese, Fast Food, Beverages"
2601595,Sagar Gaire Fast Food,1,India,Bhopal,386,4.1,"South Indian, North Indian, Chinese, Fast Food, Beverages"
2600913,32 Degree North East,1,India,Bhopal,308,4.6,North Indian
2600008,Bake N Shake,1,India,Bhopal,649,4.6,"Bakery, Chinese, Continental, Pizza, Italian, Sandwich, Beverages, Cafe"
2700085,Kaveri - Lalpur,1,India,Ranchi,809,4.2,"North Indian, Chinese, South Indian, Biryani, Fast Food"
2700048,Domino's Pizza,1,India,Ranchi,1053,4.1,"Pizza, Fast Food"
2700059,Punjab Sweet House,1,India,Ranchi,915,4.5,"Mithai, Street Food, Desserts, South Indian, Beverages"
18388053,The Best,1,India,Ranchi,398,4.3,"North Indian, Pizza, South Indian, Bakery, Fast Food, Sandwich, Burger"
2700606,Second Wife Restaurant,1,India,Ranchi,381,4.2,"Chinese, Fast Food, Burger"
2700423,Punjabi Kitchen,1,India,Ranchi,588,4.2,"North Indian, Biryani, Fast Food"
2700336,The Mezbaan,1,India,Ranchi,616,4.0,"North Indian, Biryani, Chinese, Fast Food"
2700986,Domino's Pizza,1,India,Ranchi,596,3.7,"Pizza, Fast Food"
2700458,The Breaking Bread,1,India,Ranchi,395,4.6,"Cafe, Bakery, Italian"
18159977,Hot Lips,1,India,Ranchi,327,4.2,"North Indian, Chinese, Biryani, Pizza, Street Food, Desserts, Beverages"
2700558,KFC,1,India,Ranchi,336,4.2,"Burger, Fast Food"
2700489,Jashn,1,India,Ranchi,370,4.3,"North Indian, Chinese, Fast Food"
2700044,KFC,1,India,Ranchi,584,4.1,"Burger, Fast Food"
2700024,New Kathi Kabab,1,India,Ranchi,607,4.1,"North Indian, Chinese, Biryani, Fast Food"
2700047,Domino's Pizza,1,India,Ranchi,513,3.8,"Pizza, Fast Food"
2700081,Seasons Restaurant,1,India,Ranchi,457,4.1,"North Indian, Chinese, Fast Food, Biryani, Street Food, Pizza, Desserts, Beverages"
2700696,Kareem's,1,India,Ranchi,485,4.2,"Biryani, North Indian, Mughlai, Street Food, Desserts"
2700779,Sardar Fast Food Plaza,1,India,Ranchi,384,3.9,"Chinese, North Indian, Biryani, Fast Food"
2700049,Pizza Hut,1,India,Ranchi,373,4.2,Pizza
2700011,Seventh Heaven,1,India,Ranchi,520,4.3,"South Indian, North Indian, Chinese, Pizza, Street Food, Biryani, Burger, Sandwich"
2800993,Zeeshan Restaurant - Apna Hyderabadi Food,1,India,Vizag,1986,4.3,"Hyderabadi, Mughlai"
2800294,Sri Sairam Parlour,1,India,Vizag,1377,4.6,"South Indian, North Indian"
2801554,Helapuri Restaurant,1,India,Vizag,1283,4.1,"Biryani, Chinese, North Indian, South Indian"
2800014,KFC,1,India,Vizag,1825,4.3,"Burger, Fast Food"
2800096,Kamat Restaurant,1,India,Vizag,1468,4.4,"Andhra, North Indian, Chinese, Seafood, Biryani"
2801173,Paradise,1,India,Vizag,1073,3.8,"Biryani, North Indian, Chinese"
2801561,Indian Flavours Restaurant,1,India,Vizag,672,4.0,"North Indian, Chinese, Biryani, South Indian"
18766029,Helapuri Restaurant,1,India,Vizag,553,3.8,"Biryani, Chinese, North Indian, South Indian"
2801545,Helapuri Restaurant,1,India,Vizag,596,4.0,"Biryani, Chinese, North Indian"
2801559,Hotel V Parlour,1,India,Vizag,593,4.2,"South Indian, North Indian, Chinese"
2800083,My Restaurant,1,India,Vizag,825,4.2,"Andhra, North Indian, Chinese, Biryani"
2801648,Helapuri Restaurant,1,India,Vizag,582,3.7,"Biryani, Chinese, North Indian, South Indian"
2800901,Paradise,1,India,Vizag,1707,3.8,"Biryani, North Indian, Chinese"
2801034,"Fresh Choice- Patisserie, Bakery & Café",1,India,Vizag,430,4.7,"Bakery, Cafe"
2800790,Hotel Grand Alpha,1,India,Vizag,1010,2.9,"Biryani, North Indian, Chinese"
2800868,Raju's Kitchen,1,India,Vizag,544,4.1,"Chinese, North Indian, Fast Food"
2801236,KFC,1,India,Vizag,1035,4.0,"Burger, Fast Food"
18809359,Helapuri Tiffins,1,India,Vizag,499,3.8,South Indian
2800114,New Satyam Multicuisine Restaurant & Takeaway,1,India,Vizag,847,4.0,"North Indian, Chinese, Andhra"
2800903,Mekong - Hotel GreenPark,1,India,Vizag,635,4.7,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese, Momos"
18805782,Chili's Grill & Bar,1,India,Bhubaneshwar,301,4.9,"Tex-Mex, Fast Food"
2902018,Biryani Bhubaneswar,1,India,Bhubaneshwar,1393,4.0,Biryani
18991874,Breathe By Biswajit,1,India,Bhubaneshwar,90,3.8,"North Indian, Chinese, Seafood, Desserts, Beverages"
2901195,BOCCA Cafe,1,India,Bhubaneshwar,733,4.5,Cafe
2900234,TCD Restaurant & Banquet,1,India,Bhubaneshwar,872,4.1,"Fast Food, North Indian, Chinese"
2900509,Chandini Food Magic,1,India,Bhubaneshwar,579,3.2,Fast Food
18237402,Biggies Burger 'n' More,1,India,Bhubaneshwar,676,4.4,Fast Food
18271459,JUGAAD JN.,1,India,Bhubaneshwar,1112,4.3,"North Indian, Rajasthani"
2901460,Sher-e-Punjab,1,India,Bhubaneshwar,659,3.7,"North Indian, Chinese, Mughlai"
18770281,Three Kings,1,India,Bhubaneshwar,333,4.5,"Arabian, Mughlai, Lebanese"
2900667,Biryani247,1,India,Bhubaneshwar,1107,3.9,"Biryani, North Indian, Mughlai, Momos"
2900453,KFC,1,India,Bhubaneshwar,669,4.2,"Burger, Fast Food"
2900474,Narula's Restaurant,1,India,Bhubaneshwar,931,4.4,"North Indian, Mughlai"
18848926,Moody Blues,1,India,Bhubaneshwar,324,4.5,"Chinese, Italian, Continental, Mexican, Arabian"
18753913,Biriyani King,1,India,Bhubaneshwar,559,3.9,Biryani
18285395,Biriyani Box,1,India,Bhubaneshwar,836,3.9,"Biryani, Hyderabadi, Rolls, Kebab"
2900232,Domino's Pizza,1,India,Bhubaneshwar,831,4.1,"Pizza, Fast Food"
2900222,KFC,1,India,Bhubaneshwar,957,4.0,"Burger, Fast Food"
2900793,JUGAAD JN.,1,India,Bhubaneshwar,499,4.2,Fast Food
2900658,Biggies Burger 'n' More,1,India,Bhubaneshwar,940,4.7,"Fast Food, Burger"
3000152,Cock Ra Co,1,India,Coimbatore,489,4.2,"North Indian, Chinese, South Indian"
3000214,Shahi Grill,1,India,Coimbatore,654,4.1,"Chettinad, North Indian, Chinese"
3001572,The French Door Cafe & Restaurant,1,India,Coimbatore,429,4.7,"Cafe, Continental, French, North Indian, European"
3002026,The Chocolate Room,1,India,Coimbatore,356,4.9,"Cafe, Desserts"
3001032,Burger Ka Baap,1,India,Coimbatore,816,4.9,"Fast Food, Burger"
3002715,Yugo,1,India,Coimbatore,450,4.3,Cafe
3000107,Haribhavanam,1,India,Coimbatore,685,4.3,"South Indian, Chettinad, North Indian"
18242351,Eleven 2 Eleven,1,India,Coimbatore,277,4.1,"Chinese, North Indian, Seafood, South Indian"
3002291,Dindigul Venu Biryani,1,India,Coimbatore,349,4.0,Biryani
3001315,Hotel Delhi Dharbarr,1,India,Coimbatore,444,4.0,"South Indian, Chinese, Biryani"
3000048,Barbeque Nation,1,India,Coimbatore,881,4.8,"North Indian, European, Mediterranean"
3000280,Denmarrk Drive-Inn Restaurant,1,India,Coimbatore,320,4.1,"North Indian, Chinese"
3000572,Sree Annapoorna Sree Gowrishankar,1,India,Coimbatore,229,4.4,"South Indian, Chinese, North Indian"
3000014,Sree Annapoorna Sree Gowrishankar,1,India,Coimbatore,427,4.6,"South Indian, North Indian, Chinese"
18671982,Zucca Pizzeria,1,India,Coimbatore,374,4.4,"Pizza, Fast Food"
18241403,Vaskas Biriyani,1,India,Coimbatore,482,3.8,"Biryani, Mughlai"
3000018,Dindigul Venu Biryani,1,India,Coimbatore,477,4.2,Biryani
3000251,Pizza Hut,1,India,Coimbatore,331,4.0,Pizza
3002287,The Slave's Restaurant,1,India,Coimbatore,236,4.2,"South Indian, Italian, American, Salad"
3000811,Shree Anandhaas,1,India,Coimbatore,239,4.5,"South Indian, North Indian, Chinese"
3100210,Ideal Cafe,1,India,Mangalore,855,4.6,"Ice Cream, South Indian, Fast Food, Beverages, Desserts"
3100196,Pabbas,1,India,Mangalore,1819,4.9,"Ice Cream, Desserts, Beverages, Fast Food"
3100302,Machali,1,India,Mangalore,1197,4.6,"Seafood, Mangalorean, South Indian"
3100753,Bamboo Restaurant,1,India,Mangalore,537,4.1,"Biryani, North Indian"
18656648,Waffee House,1,India,Mangalore,408,4.4,"Desserts, Beverages"
3100010,Diesel Cafe,1,India,Mangalore,543,4.3,"American, Italian, Pizza, Sandwich"
3100448,Spindrift,1,India,Mangalore,544,4.3,"Continental, Pizza, Italian, Steak, Thai, Finger Food"
3100924,Dinki Dine,1,India,Mangalore,315,4.2,"North Indian, Chinese, South Indian, Burger, Desserts, Beverages"
3100111,Tandoor,1,India,Mangalore,207,4.2,"Seafood, Mangalorean, North Indian, South Indian, Biryani"
3100044,Village Restaurant,1,India,Mangalore,633,4.2,"South Indian, Mangalorean, Arabian, Pizza, Biryani, Chinese, North Indian, Continental"
3100006,Ideal's,1,India,Mangalore,529,4.5,"Ice Cream, Desserts, Beverages"
3100159,Crave Desserts & Bakes,1,India,Mangalore,406,4.3,"Desserts, Bakery, Beverages"
3100845,Drnk Lab,1,India,Mangalore,206,3.9,"Cafe, Burger, Beverages, Fast Food"
3100134,Andhra House,1,India,Mangalore,300,4.0,"Biryani, Andhra, Chinese"
3100837,Food Junction,1,India,Mangalore,240,4.1,"Charcoal Chicken, Arabian, Mughlai, Burger, Chinese, North Indian, Beverages, Desserts"
3100169,The Old Prax,1,India,Mangalore,326,3.9,"Burger, Finger Food, Fast Food"
3100524,Brick House,1,India,Mangalore,309,4.1,"Continental, Chinese"
